Status,Ticket ID,Priority,Source,Topic,Agent Group,Agent Name,Created time,Expected SLA to resolve,Expected SLA to first response,First response time,SLA For first response,Resolution time,SLA For Resolution,Close time,Agent interactions,Survey results,Product group,Support Level,Country
In Progress,925,Medium,Portal,General Inquiry,Network Ops,Omar Al-Salem,06-08-2024 2.51,06-08-2024 5.51,06-08-2024 3.36,06-08-2024 3.27,Met,06-08-2024 5.43,Met,06-08-2024 5.44,2,Dissatisfied,Software,L2,Bahrain
Closed,926,Critical,Email,General Inquiry,Network Ops,Mohammed Al-Hamdan,03-05-2024 5.30,03-05-2024 6.30,03-05-2024 5.40,03-05-2024 5.31,Met,03-05-2024 6.26,Met,03-05-2024 6.27,2,Satisfied,Network,L2,Qatar
Closed,927,Medium,Email,Network Issue,Network Ops,Hassan Al-Hamdan,14-07-2024 7.07,14-07-2024 10.07,14-07-2024 7.52,14-07-2024 7.49,Met,14-07-2024 10.06,Met,14-07-2024 10.09,2,Dissatisfied,Cloud,L3,Qatar
Closed,928,Critical,Chat,Network Issue,Customer Service,Abdullah Al-Rashid,03-08-2024 10.22,03-08-2024 11.22,03-08-2024 10.32,03-08-2024 10.32,Met,03-08-2024 11.07,Met,03-08-2024 11.11,4,Satisfied,Hardware,L1,Saudi Arabia
New,929,Critical,Portal,General Inquiry,Development,Fahad Al-Farsi,08-06-2024 0.26,08-06-2024 1.26,08-06-2024 0.36,08-06-2024 0.35,Met,08-06-2024 1.11,Met,08-06-2024 1.15,5,Neutral,Hardware,L1,Oman
In Progress,930,Critical,Portal,Software Bug,Network Ops,Ali Al-Khalifa,04-08-2024 2.04,04-08-2024 3.04,04-08-2024 2.14,04-08-2024 2.14,Met,04-08-2024 3.03,Met,04-08-2024 3.08,4,Satisfied,Cloud,L1,Bahrain
Resolved,931,Medium,Email,Hardware Failure,Customer Service,Hassan Al-Rashid,10-08-2024 8.46,10-08-2024 11.46,10-08-2024 9.31,10-08-2024 9.25,Met,10-08-2024 11.35,Met,10-08-2024 11.35,4,Dissatisfied,Hardware,L1,Saudi Arabia
New,932,High,Chat,General Inquiry,Security,Ali Al-Khalifa,04-07-2024 15.20,04-07-2024 17.20,04-07-2024 15.50,04-07-2024 15.48,Met,04-07-2024 17.06,Met,04-07-2024 17.10,2,Satisfied,Cloud,L1,Bahrain
Open,933,Critical,Portal,Access Request,Security,Mohammed Al-Rashid,01-04-2024 12.14,01-04-2024 13.14,01-04-2024 12.24,01-04-2024 12.23,Met,01-04-2024 13.00,Met,01-04-2024 13.00,1,Satisfied,Software,L1,UAE
Closed,934,Low,Phone,Hardware Failure,Development,Ahmed Al-Salem,15-07-2024 6.42,15-07-2024 10.42,15-07-2024 7.42,15-07-2024 7.42,Met,15-07-2024 10.41,Met,15-07-2024 10.41,4,Satisfied,Software,L1,Oman
Closed,935,Medium,Chat,Network Issue,Customer Service,Fahad Al-Rashid,29-06-2024 20.35,29-06-2024 23.35,29-06-2024 21.20,29-06-2024 21.14,Met,29-06-2024 23.31,Met,29-06-2024 23.34,3,Satisfied,Cloud,L2,Bahrain
In Progress,936,High,Portal,Hardware Failure,IT Support,Yousef Al-Sabah,10-04-2024 14.46,10-04-2024 16.46,10-04-2024 15.16,10-04-2024 15.07,Met,10-04-2024 16.43,Met,10-04-2024 16.46,2,Satisfied,Software,L1,Bahrain
Resolved,937,Low,Chat,Software Bug,Security,Ali Al-Khalifa,03-08-2024 8.40,03-08-2024 12.40,03-08-2024 9.40,03-08-2024 9.39,Met,03-08-2024 12.24,Met,03-08-2024 12.25,5,Satisfied,Cloud,L1,Saudi Arabia
Closed,938,Low,Portal,General Inquiry,Network Ops,Saif Al-Khalifa,19-04-2024 19.54,19-04-2024 23.54,19-04-2024 20.54,19-04-2024 20.44,Met,19-04-2024 23.44,Met,19-04-2024 23.48,2,Satisfied,Hardware,L1,Saudi Arabia
In Progress,939,High,Portal,Software Bug,IT Support,Ahmed Al-Salem,10-04-2024 20.17,10-04-2024 22.17,10-04-2024 20.47,10-04-2024 20.42,Met,10-04-2024 22.10,Met,10-04-2024 22.10,4,Dissatisfied,Cloud,L3,Saudi Arabia
Open,940,Medium,Email,General Inquiry,Customer Service,Mohammed Al-Rashid,16-07-2024 20.41,16-07-2024 23.41,16-07-2024 21.26,16-07-2024 21.23,Met,16-07-2024 23.31,Met,16-07-2024 23.35,4,Satisfied,Cloud,L1,Saudi Arabia
Closed,941,Critical,Email,Hardware Failure,Security,Abdullah Al-Farsi,10-07-2024 20.35,10-07-2024 21.35,10-07-2024 20.45,10-07-2024 20.43,Met,10-07-2024 21.18,Met,10-07-2024 21.20,3,Neutral,Hardware,L1,UAE
Resolved,942,Critical,Chat,Network Issue,Customer Service,Hassan Al-Hamdan,13-05-2024 21.34,13-05-2024 22.34,13-05-2024 21.44,13-05-2024 21.41,Met,13-05-2024 22.33,Met,13-05-2024 22.33,4,Neutral,Network,L3,Kuwait
In Progress,943,Low,Phone,Software Bug,Development,Ahmed Al-Salem,06-05-2024 9.33,06-05-2024 13.33,06-05-2024 10.33,06-05-2024 10.25,Met,06-05-2024 13.28,Met,06-05-2024 13.33,5,Dissatisfied,Network,L1,UAE
New,944,High,Phone,General Inquiry,IT Support,Abdullah Al-Rashid,12-04-2024 7.34,12-04-2024 9.34,12-04-2024 8.04,12-04-2024 8.03,Met,12-04-2024 9.16,Met,12-04-2024 9.17,2,Neutral,Cloud,L3,Saudi Arabia
Open,945,Low,Phone,Access Request,Network Ops,Mohammed Al-Hamdan,19-05-2024 13.39,19-05-2024 17.39,19-05-2024 14.39,19-05-2024 14.35,Met,19-05-2024 17.32,Met,19-05-2024 17.34,5,Satisfied,Software,L3,Saudi Arabia
Resolved,946,High,Email,Network Issue,Network Ops,Saif Al-Khalifa,21-04-2024 20.52,21-04-2024 22.52,21-04-2024 21.22,21-04-2024 21.19,Met,21-04-2024 22.38,Met,21-04-2024 22.40,5,Neutral,Network,L1,UAE
New,947,Low,Email,Hardware Failure,IT Support,Ali Al-Khalifa,08-08-2024 12.35,08-08-2024 16.35,08-08-2024 13.35,08-08-2024 13.35,Met,08-08-2024 16.30,Met,08-08-2024 16.31,3,Neutral,Software,L1,Bahrain
Open,948,Critical,Chat,Software Bug,IT Support,Fahad Al-Farsi,14-07-2024 10.03,14-07-2024 11.03,14-07-2024 10.13,14-07-2024 10.08,Met,14-07-2024 10.51,Met,14-07-2024 10.53,2,Neutral,Software,L2,Saudi Arabia
Open,949,High,Chat,General Inquiry,Development,Omar Al-Salem,28-04-2024 19.43,28-04-2024 21.43,28-04-2024 20.13,28-04-2024 20.03,Met,28-04-2024 21.30,Met,28-04-2024 21.34,1,Dissatisfied,Network,L2,Kuwait
Resolved,950,Critical,Chat,General Inquiry,Development,Khalid Al-Rashid,10-07-2024 14.38,10-07-2024 15.38,10-07-2024 14.48,10-07-2024 14.41,Met,10-07-2024 15.27,Met,10-07-2024 15.27,1,Dissatisfied,Network,L1,Bahrain
New,951,Low,Phone,Access Request,IT Support,Yousef Al-Sabah,23-06-2024 2.39,23-06-2024 6.39,23-06-2024 3.39,23-06-2024 3.39,Met,23-06-2024 6.37,Met,23-06-2024 6.42,2,Dissatisfied,Cloud,L1,Qatar
Resolved,952,Medium,Portal,Access Request,Security,Fahad Al-Farsi,24-07-2024 6.18,24-07-2024 9.18,24-07-2024 7.03,24-07-2024 7.18,Not Met,24-07-2024 9.04,Met,24-07-2024 9.05,5,Neutral,Network,L1,Kuwait
Open,953,Critical,Email,Access Request,Development,Khalid Al-Farsi,14-04-2024 7.41,14-04-2024 8.41,14-04-2024 7.51,14-04-2024 7.47,Met,14-04-2024 8.25,Met,14-04-2024 8.29,4,Dissatisfied,Software,L1,Kuwait
New,954,Critical,Phone,Software Bug,Development,Hassan Al-Rashid,17-04-2024 17.47,17-04-2024 18.47,17-04-2024 17.57,17-04-2024 17.52,Met,17-04-2024 18.27,Met,17-04-2024 18.27,1,Dissatisfied,Network,L2,Bahrain
In Progress,955,Critical,Email,General Inquiry,Customer Service,Mohammed Al-Hamdan,01-04-2024 1.26,01-04-2024 2.26,01-04-2024 1.36,01-04-2024 1.30,Met,01-04-2024 2.10,Met,01-04-2024 2.10,5,Neutral,Software,L1,Kuwait
In Progress,956,Critical,Email,General Inquiry,Network Ops,Abdullah Al-Rashid,21-05-2024 11.57,21-05-2024 12.57,21-05-2024 12.07,21-05-2024 12.01,Met,21-05-2024 12.45,Met,21-05-2024 12.48,3,Satisfied,Hardware,L3,Bahrain
Closed,957,Low,Email,Software Bug,Development,Khalid Al-Rashid,11-07-2024 19.08,11-07-2024 23.08,11-07-2024 20.08,11-07-2024 20.07,Met,11-07-2024 23.00,Met,11-07-2024 23.00,5,Dissatisfied,Software,L3,Qatar
In Progress,958,Low,Phone,Software Bug,Security,Saif Al-Rashid,20-07-2024 21.49,21-07-2024 1.49,20-07-2024 22.49,20-07-2024 22.45,Met,21-07-2024 1.44,Met,21-07-2024 1.46,3,Neutral,Hardware,L3,UAE
Open,959,Low,Portal,General Inquiry,IT Support,Fahad Al-Rashid,25-05-2024 23.05,26-05-2024 3.05,26-05-2024 0.05,26-05-2024 0.02,Met,26-05-2024 2.54,Met,26-05-2024 2.59,1,Dissatisfied,Cloud,L3,Kuwait
Closed,960,High,Portal,Hardware Failure,Network Ops,Ahmed Al-Salem,23-06-2024 19.08,23-06-2024 21.08,23-06-2024 19.38,23-06-2024 19.32,Met,23-06-2024 20.49,Met,23-06-2024 20.49,4,Satisfied,Hardware,L3,Oman
Resolved,961,High,Portal,Access Request,Customer Service,Omar Al-Salem,08-08-2024 23.43,09-08-2024 1.43,09-08-2024 0.13,09-08-2024 0.03,Met,09-08-2024 1.26,Met,09-08-2024 1.30,1,Dissatisfied,Cloud,L1,Oman
In Progress,962,High,Chat,Software Bug,Customer Service,Omar Al-Mansoori,09-04-2024 13.51,09-04-2024 15.51,09-04-2024 14.21,09-04-2024 14.19,Met,09-04-2024 15.43,Met,09-04-2024 15.48,2,Dissatisfied,Hardware,L1,Bahrain
In Progress,963,Low,Chat,Hardware Failure,IT Support,Hassan Al-Hamdan,29-05-2024 18.54,29-05-2024 22.54,29-05-2024 19.54,29-05-2024 19.52,Met,29-05-2024 22.38,Met,29-05-2024 22.40,3,Neutral,Software,L3,Qatar
Resolved,964,Medium,Email,Software Bug,Network Ops,Omar Al-Salem,25-05-2024 4.54,25-05-2024 7.54,25-05-2024 5.39,25-05-2024 5.30,Met,25-05-2024 7.43,Met,25-05-2024 7.46,3,Neutral,Hardware,L1,Saudi Arabia
In Progress,965,Low,Portal,Hardware Failure,Security,Abdullah Al-Rashid,14-07-2024 4.23,14-07-2024 8.23,14-07-2024 5.23,14-07-2024 5.19,Met,14-07-2024 8.20,Met,14-07-2024 8.25,3,Satisfied,Cloud,L3,Oman
In Progress,966,Medium,Email,Access Request,IT Support,Mohammed Al-Rashid,20-04-2024 16.21,20-04-2024 19.21,20-04-2024 17.06,20-04-2024 17.02,Met,20-04-2024 19.17,Met,20-04-2024 19.17,2,Dissatisfied,Software,L3,Kuwait
Resolved,967,Critical,Chat,General Inquiry,IT Support,Saif Al-Khalifa,11-08-2024 6.34,11-08-2024 7.34,11-08-2024 6.44,11-08-2024 6.40,Met,11-08-2024 7.25,Met,11-08-2024 7.27,2,Dissatisfied,Hardware,L2,Kuwait
Closed,968,Medium,Phone,Software Bug,Security,Yousef Al-Khalifa,09-06-2024 8.14,09-06-2024 11.14,09-06-2024 8.59,09-06-2024 8.56,Met,09-06-2024 11.00,Met,09-06-2024 11.01,1,Satisfied,Network,L2,Kuwait
In Progress,969,Medium,Chat,General Inquiry,Network Ops,Fahad Al-Rashid,18-06-2024 0.50,18-06-2024 3.50,18-06-2024 1.35,18-06-2024 1.27,Met,18-06-2024 3.36,Met,18-06-2024 3.37,1,Satisfied,Network,L2,Bahrain
Closed,970,High,Email,Hardware Failure,Network Ops,Fahad Al-Rashid,25-07-2024 0.16,25-07-2024 2.16,25-07-2024 0.46,25-07-2024 0.44,Met,25-07-2024 2.00,Met,25-07-2024 2.05,2,Dissatisfied,Hardware,L2,Bahrain
Open,971,Medium,Phone,Network Issue,Development,Abdullah Al-Mansoori,06-05-2024 0.00,06-05-2024 3.00,06-05-2024 0.45,06-05-2024 0.38,Met,06-05-2024 2.45,Met,06-05-2024 2.50,2,Dissatisfied,Hardware,L3,Bahrain
New,972,Low,Chat,Software Bug,Development,Saif Al-Rashid,16-05-2024 18.32,16-05-2024 22.32,16-05-2024 19.32,16-05-2024 19.23,Met,16-05-2024 22.25,Met,16-05-2024 22.26,5,Dissatisfied,Hardware,L1,Qatar
Resolved,973,High,Email,General Inquiry,Development,Hassan Al-Rashid,17-05-2024 7.32,17-05-2024 9.32,17-05-2024 8.02,17-05-2024 8.02,Met,17-05-2024 9.24,Met,17-05-2024 9.28,4,Satisfied,Hardware,L2,Bahrain
In Progress,974,Low,Chat,Software Bug,Development,Mohammed Al-Rashid,22-06-2024 16.49,22-06-2024 20.49,22-06-2024 17.49,22-06-2024 17.47,Met,22-06-2024 20.45,Met,22-06-2024 20.49,1,Dissatisfied,Cloud,L2,UAE
Closed,975,High,Portal,General Inquiry,Customer Service,Ali Al-Khalifa,13-06-2024 7.38,13-06-2024 9.38,13-06-2024 8.08,13-06-2024 7.59,Met,13-06-2024 9.22,Met,13-06-2024 9.27,3,Neutral,Network,L3,Kuwait
Resolved,976,High,Portal,General Inquiry,IT Support,Fahad Al-Farsi,28-04-2024 14.03,28-04-2024 16.03,28-04-2024 14.33,28-04-2024 14.24,Met,28-04-2024 15.49,Met,28-04-2024 15.49,1,Neutral,Network,L2,Bahrain
Resolved,977,Critical,Phone,Software Bug,Development,Hassan Al-Rashid,12-07-2024 16.44,12-07-2024 17.44,12-07-2024 16.54,12-07-2024 16.52,Met,12-07-2024 17.35,Met,12-07-2024 17.39,4,Dissatisfied,Cloud,L3,Bahrain
New,978,Medium,Chat,General Inquiry,Development,Abdullah Al-Rashid,13-04-2024 4.19,13-04-2024 7.19,13-04-2024 5.04,13-04-2024 4.54,Met,13-04-2024 7.19,Met,13-04-2024 7.23,4,Satisfied,Cloud,L1,UAE
New,979,Medium,Phone,Software Bug,Customer Service,Omar Al-Mansoori,01-07-2024 10.43,01-07-2024 13.43,01-07-2024 11.28,01-07-2024 11.28,Met,01-07-2024 13.38,Met,01-07-2024 13.42,5,Satisfied,Network,L2,Bahrain
In Progress,980,Medium,Phone,Access Request,Development,Hassan Al-Hamdan,09-08-2024 12.39,09-08-2024 15.39,09-08-2024 13.24,09-08-2024 13.19,Met,09-08-2024 15.31,Met,09-08-2024 15.32,3,Neutral,Cloud,L3,Qatar
In Progress,981,Medium,Phone,Access Request,Development,Mohammed Al-Hamdan,01-08-2024 6.23,01-08-2024 9.23,01-08-2024 7.08,01-08-2024 7.00,Met,01-08-2024 9.21,Met,01-08-2024 9.24,1,Dissatisfied,Cloud,L1,UAE
In Progress,982,High,Portal,Software Bug,Network Ops,Abdullah Al-Rashid,29-05-2024 20.51,29-05-2024 22.51,29-05-2024 21.21,29-05-2024 21.15,Met,29-05-2024 22.44,Met,29-05-2024 22.47,4,Neutral,Software,L2,Saudi Arabia
Open,983,Critical,Email,Network Issue,Security,Ahmed Al-Salem,30-05-2024 16.59,30-05-2024 17.59,30-05-2024 17.09,30-05-2024 17.06,Met,30-05-2024 17.59,Met,30-05-2024 17.59,2,Dissatisfied,Network,L3,Qatar
In Progress,984,Critical,Email,Access Request,Security,Hassan Al-Rashid,12-06-2024 4.04,12-06-2024 5.04,12-06-2024 4.14,12-06-2024 4.14,Met,12-06-2024 4.46,Met,12-06-2024 4.49,5,Dissatisfied,Cloud,L2,Kuwait
Resolved,985,High,Phone,Software Bug,Network Ops,Ahmed Al-Nasser,19-07-2024 4.46,19-07-2024 6.46,19-07-2024 5.16,19-07-2024 5.14,Met,19-07-2024 6.38,Met,19-07-2024 6.40,1,Neutral,Software,L1,Saudi Arabia
Resolved,986,Critical,Phone,Software Bug,Network Ops,Fahad Al-Rashid,30-05-2024 12.45,30-05-2024 13.45,30-05-2024 12.55,30-05-2024 12.48,Met,30-05-2024 13.30,Met,30-05-2024 13.33,5,Dissatisfied,Software,L3,Oman
Open,987,Low,Phone,Network Issue,Security,Yousef Al-Khalifa,28-06-2024 0.24,28-06-2024 4.24,28-06-2024 1.24,28-06-2024 1.18,Met,28-06-2024 4.22,Met,28-06-2024 4.27,4,Satisfied,Network,L3,UAE
Resolved,988,Critical,Phone,Access Request,Customer Service,Yousef Al-Khalifa,22-04-2024 3.35,22-04-2024 4.35,22-04-2024 3.45,22-04-2024 3.44,Met,22-04-2024 4.33,Met,22-04-2024 4.35,5,Neutral,Network,L3,UAE
In Progress,989,Critical,Portal,Hardware Failure,IT Support,Saif Al-Rashid,18-05-2024 0.20,18-05-2024 1.20,18-05-2024 0.30,18-05-2024 0.23,Met,18-05-2024 1.05,Met,18-05-2024 1.10,3,Satisfied,Cloud,L3,Oman
Resolved,990,Critical,Chat,Network Issue,Network Ops,Abdullah Al-Mansoori,31-05-2024 20.11,31-05-2024 21.11,31-05-2024 20.21,31-05-2024 20.15,Met,31-05-2024 21.02,Met,31-05-2024 21.05,2,Satisfied,Software,L2,Qatar
Closed,991,Low,Chat,Hardware Failure,Security,Abdullah Al-Rashid,27-06-2024 1.10,27-06-2024 5.10,27-06-2024 2.10,27-06-2024 2.06,Met,27-06-2024 5.08,Met,27-06-2024 5.12,4,Satisfied,Software,L3,Bahrain
In Progress,992,Medium,Chat,General Inquiry,Security,Mohammed Al-Hamdan,27-06-2024 16.26,27-06-2024 19.26,27-06-2024 17.11,27-06-2024 17.05,Met,27-06-2024 19.52,Not Met,27-06-2024 19.24,4,Dissatisfied,Software,L1,Qatar
Closed,993,Medium,Chat,Network Issue,Customer Service,Khalid Al-Rashid,09-05-2024 1.42,09-05-2024 4.42,09-05-2024 2.27,09-05-2024 2.35,Not Met,09-05-2024 4.40,Met,09-05-2024 4.45,1,Neutral,Cloud,L3,Kuwait
New,994,Critical,Phone,Network Issue,Customer Service,Hassan Al-Hamdan,27-07-2024 5.21,27-07-2024 6.21,27-07-2024 5.31,27-07-2024 5.27,Met,27-07-2024 6.14,Met,27-07-2024 6.14,5,Neutral,Software,L1,Qatar
Resolved,995,Low,Portal,Hardware Failure,Network Ops,Ali Al-Khalifa,15-05-2024 17.35,15-05-2024 21.35,15-05-2024 18.35,15-05-2024 18.27,Met,15-05-2024 21.20,Met,15-05-2024 21.25,3,Satisfied,Hardware,L3,Bahrain
New,996,Medium,Phone,Network Issue,IT Support,Abdullah Al-Rashid,10-04-2024 15.01,10-04-2024 18.01,10-04-2024 15.46,10-04-2024 15.41,Met,10-04-2024 17.58,Met,10-04-2024 17.58,3,Satisfied,Software,L3,Saudi Arabia
New,997,Low,Email,Software Bug,Development,Saif Al-Khalifa,24-07-2024 5.33,24-07-2024 9.33,24-07-2024 6.33,24-07-2024 6.30,Met,24-07-2024 9.25,Met,24-07-2024 9.30,5,Dissatisfied,Hardware,L3,Bahrain
Closed,998,Critical,Portal,Access Request,Development,Hassan Al-Rashid,28-05-2024 8.07,28-05-2024 9.07,28-05-2024 8.17,28-05-2024 8.13,Met,28-05-2024 9.03,Met,28-05-2024 9.04,5,Dissatisfied,Network,L3,Qatar
Closed,999,Low,Portal,Access Request,Network Ops,Omar Al-Salem,02-08-2024 17.01,02-08-2024 21.01,02-08-2024 18.01,02-08-2024 18.16,Not Met,02-08-2024 20.51,Met,02-08-2024 20.51,1,Satisfied,Network,L3,Oman
Resolved,1000,High,Portal,Software Bug,Development,Ali Al-Khalifa,02-05-2024 17.27,02-05-2024 19.27,02-05-2024 17.57,02-05-2024 17.51,Met,02-05-2024 19.22,Met,02-05-2024 19.23,5,Neutral,Hardware,L3,Oman
Resolved,1001,Medium,Chat,Hardware Failure,Network Ops,Abdullah Al-Farsi,15-04-2024 15.53,15-04-2024 18.53,15-04-2024 16.38,15-04-2024 16.38,Met,15-04-2024 18.40,Met,15-04-2024 18.41,2,Satisfied,Hardware,L3,UAE
Closed,1002,High,Portal,Network Issue,Network Ops,Fahad Al-Rashid,19-07-2024 6.01,19-07-2024 8.01,19-07-2024 6.31,19-07-2024 6.23,Met,19-07-2024 8.01,Met,19-07-2024 8.05,4,Neutral,Hardware,L3,Bahrain
Closed,1003,Low,Phone,Software Bug,Customer Service,Saif Al-Khalifa,29-04-2024 1.38,29-04-2024 5.38,29-04-2024 2.38,29-04-2024 2.31,Met,29-04-2024 5.34,Met,29-04-2024 5.38,2,Satisfied,Hardware,L3,Bahrain
Open,1004,High,Portal,General Inquiry,Security,Abdullah Al-Rashid,20-04-2024 22.52,21-04-2024 0.52,20-04-2024 23.22,20-04-2024 23.18,Met,21-04-2024 0.40,Met,21-04-2024 0.43,3,Dissatisfied,Network,L3,UAE
Resolved,1005,Critical,Portal,Hardware Failure,Customer Service,Saif Al-Khalifa,26-06-2024 9.57,26-06-2024 10.57,26-06-2024 10.07,26-06-2024 10.00,Met,26-06-2024 10.38,Met,26-06-2024 10.41,4,Dissatisfied,Hardware,L3,UAE
New,1006,Medium,Phone,Network Issue,IT Support,Hassan Al-Hamdan,12-06-2024 5.45,12-06-2024 8.45,12-06-2024 6.30,12-06-2024 6.27,Met,12-06-2024 8.28,Met,12-06-2024 8.31,2,Satisfied,Network,L3,UAE
In Progress,1007,Low,Portal,Software Bug,Customer Service,Mohammed Al-Rashid,15-06-2024 17.03,15-06-2024 21.03,15-06-2024 18.03,15-06-2024 17.55,Met,15-06-2024 20.55,Met,15-06-2024 20.57,1,Satisfied,Network,L1,Oman
Open,1008,High,Chat,Hardware Failure,Security,Mohammed Al-Hamdan,20-06-2024 22.15,21-06-2024 0.15,20-06-2024 22.45,20-06-2024 22.41,Met,21-06-2024 0.13,Met,21-06-2024 0.16,1,Neutral,Network,L1,UAE
Resolved,1009,Critical,Chat,General Inquiry,Development,Fahad Al-Rashid,17-05-2024 0.50,17-05-2024 1.50,17-05-2024 1.00,17-05-2024 0.51,Met,17-05-2024 1.35,Met,17-05-2024 1.37,4,Neutral,Hardware,L2,Qatar
New,1010,Medium,Phone,Access Request,Security,Hassan Al-Rashid,27-04-2024 6.00,27-04-2024 9.00,27-04-2024 6.45,27-04-2024 6.40,Met,27-04-2024 8.53,Met,27-04-2024 8.53,1,Satisfied,Hardware,L3,Kuwait
New,1011,Low,Portal,General Inquiry,Security,Ahmed Al-Nasser,06-07-2024 13.02,06-07-2024 17.02,06-07-2024 14.02,06-07-2024 13.55,Met,06-07-2024 16.45,Met,06-07-2024 16.46,2,Dissatisfied,Software,L2,Oman
Closed,1012,High,Portal,Hardware Failure,Development,Hassan Al-Rashid,02-06-2024 17.13,02-06-2024 19.13,02-06-2024 17.43,02-06-2024 17.40,Met,02-06-2024 19.13,Met,02-06-2024 19.13,3,Neutral,Network,L1,UAE
In Progress,1013,Low,Chat,Network Issue,Security,Saif Al-Rashid,14-07-2024 14.56,14-07-2024 18.56,14-07-2024 15.56,14-07-2024 15.47,Met,14-07-2024 18.54,Met,14-07-2024 18.58,5,Dissatisfied,Software,L3,Saudi Arabia
New,1014,Low,Email,Hardware Failure,Customer Service,Omar Al-Mansoori,15-05-2024 2.17,15-05-2024 6.17,15-05-2024 3.17,15-05-2024 3.17,Met,15-05-2024 6.16,Met,15-05-2024 6.18,3,Dissatisfied,Network,L3,Qatar
Open,1015,High,Phone,Network Issue,IT Support,Ali Al-Khalifa,15-06-2024 13.39,15-06-2024 15.39,15-06-2024 14.09,15-06-2024 14.12,Not Met,15-06-2024 15.33,Met,15-06-2024 15.35,5,Satisfied,Network,L1,Oman
Open,1016,Medium,Email,Software Bug,Network Ops,Saif Al-Rashid,22-07-2024 7.19,22-07-2024 10.19,22-07-2024 8.04,22-07-2024 8.01,Met,22-07-2024 10.13,Met,22-07-2024 10.17,3,Dissatisfied,Hardware,L3,UAE
Closed,1017,Medium,Email,Hardware Failure,Development,Abdullah Al-Farsi,28-04-2024 1.18,28-04-2024 4.18,28-04-2024 2.03,28-04-2024 1.53,Met,28-04-2024 4.14,Met,28-04-2024 4.18,5,Satisfied,Software,L2,UAE
In Progress,1018,Critical,Chat,Software Bug,Network Ops,Abdullah Al-Rashid,29-07-2024 19.37,29-07-2024 20.37,29-07-2024 19.47,29-07-2024 19.46,Met,29-07-2024 20.34,Met,29-07-2024 20.35,5,Satisfied,Network,L1,UAE
Resolved,1019,Medium,Portal,Access Request,Customer Service,Saif Al-Khalifa,07-04-2024 11.34,07-04-2024 14.34,07-04-2024 12.19,07-04-2024 12.16,Met,07-04-2024 14.17,Met,07-04-2024 14.22,1,Satisfied,Cloud,L2,Bahrain
New,1020,Critical,Email,Hardware Failure,Security,Mohammed Al-Hamdan,10-06-2024 19.16,10-06-2024 20.16,10-06-2024 19.26,10-06-2024 19.25,Met,10-06-2024 20.05,Met,10-06-2024 20.07,4,Dissatisfied,Hardware,L1,Kuwait
New,1021,Critical,Portal,General Inquiry,Security,Ali Al-Khalifa,03-05-2024 16.52,03-05-2024 17.52,03-05-2024 17.02,03-05-2024 16.53,Met,03-05-2024 17.38,Met,03-05-2024 17.38,1,Neutral,Hardware,L3,Oman
Resolved,1022,High,Portal,Hardware Failure,Development,Khalid Al-Rashid,28-06-2024 17.24,28-06-2024 19.24,28-06-2024 17.54,28-06-2024 17.44,Met,28-06-2024 19.11,Met,28-06-2024 19.11,5,Neutral,Software,L3,Qatar
Open,1023,High,Phone,Access Request,Customer Service,Mohammed Al-Hamdan,29-07-2024 17.15,29-07-2024 19.15,29-07-2024 17.45,29-07-2024 17.37,Met,29-07-2024 19.03,Met,29-07-2024 19.05,1,Satisfied,Software,L1,Bahrain
Resolved,1024,Low,Email,Network Issue,Security,Mohammed Al-Rashid,23-05-2024 14.02,23-05-2024 18.02,23-05-2024 15.02,23-05-2024 14.56,Met,23-05-2024 17.49,Met,23-05-2024 17.51,1,Satisfied,Network,L3,Oman
In Progress,1025,Medium,Portal,General Inquiry,Network Ops,Mohammed Al-Rashid,20-06-2024 22.29,21-06-2024 1.29,20-06-2024 23.14,20-06-2024 23.06,Met,21-06-2024 1.19,Met,21-06-2024 1.19,1,Satisfied,Cloud,L3,Qatar
Closed,1026,Medium,Portal,Software Bug,IT Support,Omar Al-Mansoori,27-05-2024 13.53,27-05-2024 16.53,27-05-2024 14.38,27-05-2024 14.47,Not Met,27-05-2024 16.33,Met,27-05-2024 16.34,4,Neutral,Network,L3,UAE
Closed,1027,High,Email,Network Issue,Network Ops,Abdullah Al-Rashid,06-05-2024 3.18,06-05-2024 5.18,06-05-2024 3.48,06-05-2024 3.40,Met,06-05-2024 5.06,Met,06-05-2024 5.11,2,Satisfied,Cloud,L1,Kuwait
In Progress,1028,Medium,Phone,General Inquiry,Development,Khalid Al-Rashid,07-08-2024 9.19,07-08-2024 12.19,07-08-2024 10.04,07-08-2024 9.57,Met,07-08-2024 12.11,Met,07-08-2024 12.15,2,Dissatisfied,Hardware,L2,Kuwait
Closed,1029,High,Email,Network Issue,IT Support,Abdullah Al-Rashid,23-06-2024 14.01,23-06-2024 16.01,23-06-2024 14.31,23-06-2024 14.24,Met,23-06-2024 16.00,Met,23-06-2024 16.04,3,Dissatisfied,Software,L2,UAE
In Progress,1030,Critical,Phone,Access Request,IT Support,Mohammed Al-Rashid,26-06-2024 8.05,26-06-2024 9.05,26-06-2024 8.15,26-06-2024 8.09,Met,26-06-2024 8.53,Met,26-06-2024 8.56,4,Neutral,Hardware,L2,Qatar
